Number,Translator,Chinese Sentences,Gloss,Note
gen-15958,A,同事下午看了消息。,同事/消息/看/下午/。,
gen-15959,A,她在上海买了杂志。,上海/她/杂志/买/。,
gen-15960,A,邻居准备没准备礼物？,邻居/礼物/准备/问/。,
gen-15961,A,妈妈今天准备了晚饭。,妈妈/晚饭/准备/今天/。,
gen-15962,A,爸爸早上看了书。,爸爸/书/看/早上/。,
gen-15963,A,朋友吃了早饭。,朋友/早饭/吃/。,
gen-15964,A,周末客人喝了咖啡。,周末/客人/咖啡/喝/。,
gen-15965,A,妈妈昨天准备了计划。,妈妈/计划/准备/昨天/。,
gen-15966,A,医生上周做了早饭。,医生/早饭/做/上周/。,
gen-15967,A,今天我们喝了水。,今天/我们/水/喝/。,
gen-15968,A,刚才老师写了作业。,刚才/老师/作业/写/。,
gen-15969,A,他们没有上课。,他们/上课/没有/。,
gen-15970,A,妈妈没上课。,妈妈/上课/没/。,
gen-15971,A,大家比医生更快。,大家/医生/快/更/。,
gen-15972,A,学生下午带了照片。,学生/照片/带/下午/。,
gen-15973,A,我们昨天写了消息。,我们/消息/写/昨天/。,
gen-15974,A,刚才医生在商店喝了咖啡，很高兴。,刚才/医生/商店/咖啡/喝/很高兴/。,
gen-15975,A,他吃没吃面包？,他/面包/吃/问/。,
gen-15976,A,早上司机写了消息。,早上/司机/消息/写/。,
gen-15977,A,今天他在广州写了故事，已经。,今天/他/广州/故事/写/已经/。,
gen-15978,A,老师去年写了计划。,老师/计划/写/去年/。,
gen-15979,A,朋友准备了三瓶牛奶。,朋友/三/瓶/牛奶/准备/。,
gen-15980,A,孩子没有学中文。,孩子/中文/学/没有/。,
gen-15981,A,医生在北京带了文件。,北京/医生/文件/带/。,
gen-15982,A,孩子看没看电影？,孩子/电影/看/问/。,
gen-15983,A,他们做没做办法？,他们/办法/做/问/。,
gen-15984,A,邻居不去食堂。,邻居/食堂/去/不/。,
gen-15985,A,学生买了四件衣服。,学生/四/件/衣服/买/。,
gen-15986,A,我们比他们更快。,我们/他们/快/更/。,
gen-15987,A,你准备了四个故事。,你/四/个/故事/准备/。,
gen-15988,A,孩子在家写了作业。,家/孩子/作业/写/。,
gen-15989,A,孩子在车站买了手机。,车站/孩子/手机/买/。,
gen-15990,A,老板在医院吃了苹果。,医院/老板/苹果/吃/。,
gen-15991,A,老师没有听故事。,老师/故事/听/没有/。,
gen-15992,A,明天大家听了故事。,明天/大家/故事/听/。,
gen-15993,A,明天大家在饭店写了故事，已经。,明天/大家/饭店/故事/写/已经/。,
gen-15994,A,刚才大家做了早饭。,刚才/大家/早饭/做/。,
gen-15995,A,学生带了三根香蕉。,学生/三/根/香蕉/带/。,
gen-15996,A,中午客人在学校带了礼物，很久。,中午/客人/学校/礼物/带/很久/。,
gen-15997,A,护士看没看比赛？,护士/比赛/看/问/。,
gen-15998,A,上周学生在上海找了文件，很高兴。,上周/学生/上海/文件/找/很高兴/。,
gen-15999,A,上周你在学校吃了蛋糕，很高兴。,上周/你/学校/蛋糕/吃/很高兴/。,
gen-16000,A,上周你吃了药。,上周/你/药/吃/。,
gen-16001,A,老师在公园讨论了问题。,公园/老师/问题/讨论/。,
gen-16002,A,同事在宿舍找了电脑。,宿舍/同事/电脑/找/。,
gen-16003,A,去年朋友带了文件。,去年/朋友/文件/带/。,
gen-16004,A,去年他们写了消息。,去年/他们/消息/写/。,
gen-16005,A,客人看了两份报纸。,客人/两/份/报纸/看/。,
gen-16006,A,中午他做了蛋糕。,中午/他/蛋糕/做/。,
gen-16007,A,老板上周做了早饭。,老板/早饭/做/上周/。,
gen-16008,A,上周学生找了文件。,上周/学生/文件/找/。,
gen-16009,A,司机比朋友更快。,司机/朋友/快/更/。,
gen-16010,A,我看了三台电脑。,我/三/台/电脑/看/。,
gen-16011,A,邻居在图书馆带了礼物。,图书馆/邻居/礼物/带/。,
gen-16012,A,爸爸在教室看了报纸。,教室/爸爸/报纸/看/。,
gen-16013,A,你比邻居更安静。,你/邻居/安静/更/。,
gen-16014,A,孩子买了礼物。,孩子/礼物/买/。,
gen-16015,A,你准备了两部电视剧。,你/两/部/电视剧/准备/。,
gen-16016,A,早上护士学了英语。,早上/护士/英语/学/。,
gen-16017,A,我没找手机。,我/手机/找/没/。,
gen-16018,A,孩子买了五个故事。,孩子/五/个/故事/买/。,
gen-16019,A,中午客人讨论了计划。,中午/客人/计划/讨论/。,
gen-16020,A,孩子看了五个橘子。,孩子/五/个/橘子/看/。,
gen-16021,A,朋友看了两个计划。,朋友/两/个/计划/看/。,
gen-16022,A,她在商店找了手机。,商店/她/手机/找/。,
gen-16023,A,医生没学英语。,医生/英语/学/没/。,
gen-16024,A,老板不喝水。,老板/水/喝/不/。,
gen-16025,A,他们在公园准备了计划。,公园/他们/计划/准备/。,
gen-16026,A,学生在超市听了新闻。,超市/学生/新闻/听/。,
gen-16027,A,同事在医院准备了比赛。,医院/同事/比赛/准备/。,
gen-16028,A,护士早上讨论了故事。,护士/故事/讨论/早上/。,
gen-16029,A,你在饭店找了办法。,饭店/你/办法/找/。,
gen-16030,A,早上同事在广州找了电脑，已经。,早上/同事/广州/电脑/找/已经/。,
gen-16031,A,早上爸爸在北京做了蛋糕，很认真。,早上/爸爸/北京/蛋糕/做/很认真/。,
gen-16032,A,客人准备了一双鞋。,客人/一/双/鞋/准备/。,
gen-16033,A,刚才他讨论了消息。,刚才/他/消息/讨论/。,
gen-16034,A,上周你在商店吃了药，很高兴。,上周/你/商店/药/吃/很高兴/。,
gen-16035,A,医生没有排队。,医生/排队/没有/。,
gen-16036,A,他在学校做了办法。,学校/他/办法/做/。,
gen-16037,A,老师比客人更安静。,老师/客人/安静/更/。,
gen-16038,A,周末老板学了舞蹈。,周末/老板/舞蹈/学/。,
gen-16039,A,朋友在市场吃了早饭。,市场/朋友/早饭/吃/。,
gen-16040,A,医生带了两个蛋糕。,医生/两/个/蛋糕/带/。,
gen-16041,A,护士准备了文件。,护士/文件/准备/。,
gen-16042,A,大家做没做晚饭？,大家/晚饭/做/问/。,
gen-16043,A,爸爸讨论了计划。,爸爸/计划/讨论/。,
gen-16044,A,今天同事带了文件。,今天/同事/文件/带/。,
gen-16045,A,医生吃没吃苹果？,医生/苹果/吃/问/。,
gen-16046,A,早上我们在食堂喝了水，一起。,早上/我们/食堂/水/喝/一起/。,
gen-16047,A,老板在广州找了手机。,广州/老板/手机/找/。,
gen-16048,A,中午我在市场听了故事，很高兴。,中午/我/市场/故事/听/很高兴/。,
gen-16049,A,邻居看了一瓶牛奶。,邻居/一/瓶/牛奶/看/。,
gen-16050,A,医生上周做了晚饭。,医生/晚饭/做/上周/。,
gen-16051,A,去年护士在公园吃了面包，已经。,去年/护士/公园/面包/吃/已经/。,
gen-16052,A,今天客人讨论了消息。,今天/客人/消息/讨论/。,
gen-16053,A,刚才你做了午饭。,刚才/你/午饭/做/。,
gen-16054,A,早上她在家吃了晚饭，很认真。,早上/她/家/晚饭/吃/很认真/。,
gen-16055,A,邻居在北京学了中文。,北京/邻居/中文/学/。,
gen-16056,A,刚才大家买了报纸。,刚才/大家/报纸/买/。,
gen-16057,A,早上我们准备了午饭。,早上/我们/午饭/准备/。,
gen-16058,A,我们没有去上海。,我们/上海/去/没有/。,
gen-16059,A,老板今天讨论了计划。,老板/计划/讨论/今天/。,
gen-16060,A,护士带了五本书。,护士/五/本/书/带/。,
gen-16061,A,学生不去上海。,学生/上海/去/不/。,
gen-16062,A,昨天他们在图书馆讨论了计划，很快。,昨天/他们/图书馆/计划/讨论/很快/。,
gen-16063,A,司机比你更安静。,司机/你/安静/更/。,
gen-16064,A,老师带了四个计划。,老师/四/个/计划/带/。,
gen-16065,A,他没有去商店。,他/商店/去/没有/。,
gen-16066,A,今天老板在超市写了故事，很久。,今天/老板/超市/故事/写/很久/。,
gen-16067,A,周末她写了作业。,周末/她/作业/写/。,
gen-16068,A,同事在医院做了办法。,医院/同事/办法/做/。,
gen-16069,A,晚上老板在门口写了作业，很快。,晚上/老板/门口/作业/写/很快/。,
gen-16070,A,晚上爸爸在市场看了照片，很快。,晚上/爸爸/市场/照片/看/很快/。,
gen-16071,A,晚上孩子在市场喝了牛奶，很高兴。,晚上/孩子/市场/牛奶/喝/很高兴/。,
gen-16072,A,妈妈准备了五部手机。,妈妈/五/部/手机/准备/。,
gen-16073,A,昨天大家听了故事。,昨天/大家/故事/听/。,
gen-16074,A,司机买了一部电影。,司机/一/部/电影/买/。,
gen-16075,A,老师准备了两场比赛。,老师/两/场/比赛/准备/。,
gen-16076,A,他们准备没准备比赛？,他们/比赛/准备/问/。,
gen-16077,A,她带了一个故事。,她/一/个/故事/带/。,
gen-16078,A,她准备了计划。,她/计划/准备/。,
gen-16079,A,周末朋友找了文件。,周末/朋友/文件/找/。,
gen-16080,A,晚上他在上海讨论了故事，很快。,晚上/他/上海/故事/讨论/很快/。,
gen-16081,A,下午妈妈写了计划。,下午/妈妈/计划/写/。,
gen-16082,A,妈妈看了四盒药。,妈妈/四/盒/药/看/。,
gen-16083,A,他在超市讨论了问题。,超市/他/问题/讨论/。,
gen-16084,A,客人带了三条消息。,客人/三/条/消息/带/。,
gen-16085,A,你早上带了文件。,你/文件/带/早上/。,
gen-16086,A,昨天邻居在家写了计划，很久。,昨天/邻居/家/计划/写/很久/。,
gen-16087,A,上周医生讨论了故事。,上周/医生/故事/讨论/。,
gen-16088,A,孩子在超市买了报纸。,超市/孩子/报纸/买/。,
gen-16089,A,他们比妈妈更高。,他们/妈妈/高/更/。,
gen-16090,A,昨天学生在教室准备了晚饭，很认真。,昨天/学生/教室/晚饭/准备/很认真/。,
gen-16091,A,刚才医生写了作业。,刚才/医生/作业/写/。,
gen-16092,A,朋友昨天讨论了计划。,朋友/计划/讨论/昨天/。,
gen-16093,A,客人在车站听了新闻。,车站/客人/新闻/听/。,
gen-16094,A,邻居没带照片。,邻居/照片/带/没/。,
gen-16095,A,晚上大家看了消息。,晚上/大家/消息/看/。,
gen-16096,A,明天同事在商店准备了礼物，很快。,明天/同事/商店/礼物/准备/很快/。,
gen-16097,A,护士在办公室喝了水。,办公室/护士/水/喝/。,
gen-16098,A,客人在家找了问题。,家/客人/问题/找/。,
gen-16099,A,去年他们吃了晚饭。,去年/他们/晚饭/吃/。,
gen-16100,A,上周司机在路上带了照片，很认真。,上周/司机/路上/照片/带/很认真/。,
gen-16101,A,下午她准备了礼物。,下午/她/礼物/准备/。,
gen-16102,A,妈妈在上海做了计划。,上海/妈妈/计划/做/。,
gen-16103,A,老板看了一个问题。,老板/一/个/问题/看/。,
gen-16104,A,大家没有去教室。,大家/教室/去/没有/。,
gen-16105,A,早上我们在商店带了药，很久。,早上/我们/商店/药/带/很久/。,
gen-16106,A,老师带了四台电脑。,老师/四/台/电脑/带/。,
gen-16107,A,大家昨天学了中文。,大家/中文/学/昨天/。,
gen-16108,A,老板没去饭店。,老板/饭店/去/没/。,
gen-16109,A,我们昨天讨论了计划。,我们/计划/讨论/昨天/。,
gen-16110,A,孩子在食堂听了消息。,食堂/孩子/消息/听/。,
gen-16111,A,医生带没带文件？,医生/文件/带/问/。,
gen-16112,A,孩子买了香蕉。,孩子/香蕉/买/。,
gen-16113,A,医生刚才找了电脑。,医生/电脑/找/刚才/。,
gen-16114,A,客人不看电视剧。,客人/电视剧/看/不/。,
gen-16115,A,医生准备了四件衣服。,医生/四/件/衣服/准备/。,
gen-16116,A,客人比邻居更安静。,客人/邻居/安静/更/。,
gen-16117,A,老师带了三份礼物。,老师/三/份/礼物/带/。,
gen-16118,A,中午邻居学了舞蹈。,中午/邻居/舞蹈/学/。,
gen-16119,A,她看没看书？,她/书/看/问/。,
gen-16120,A,他去年买了杂志。,他/杂志/买/去年/。,
gen-16121,A,早上老师在深圳买了礼物，一起。,早上/老师/深圳/礼物/买/一起/。,
gen-16122,A,老师买了衣服。,老师/衣服/买/。,
gen-16123,A,医生没有写文件。,医生/文件/写/没有/。,
gen-16124,A,护士早上听了消息。,护士/消息/听/早上/。,
gen-16125,A,老板不带手机。,老板/手机/带/不/。,
gen-16126,A,医生今天学了舞蹈。,医生/舞蹈/学/今天/。,
gen-16127,A,中午他们准备了礼物。,中午/他们/礼物/准备/。,
gen-16128,A,晚上护士学了英语。,晚上/护士/英语/学/。,
gen-16129,A,医生准备了一本杂志。,医生/一/本/杂志/准备/。,
gen-16130,A,朋友没有学中文。,朋友/中文/学/没有/。,
gen-16131,A,妈妈准备了四盒药。,妈妈/四/盒/药/准备/。,
gen-16132,A,今天你在车站听了新闻，很高兴。,今天/你/车站/新闻/听/很高兴/。,
gen-16133,A,同事在商店听了新闻。,商店/同事/新闻/听/。,
gen-16134,A,孩子在图书馆准备了文件。,图书馆/孩子/文件/准备/。,
gen-16135,A,大家去年学了舞蹈。,大家/舞蹈/学/去年/。,
gen-16136,A,客人在深圳买了香蕉。,深圳/客人/香蕉/买/。,
gen-16137,A,下午朋友在门口带了照片，一起。,下午/朋友/门口/照片/带/一起/。,
gen-16138,A,他们买了鞋。,他们/鞋/买/。,
gen-16139,A,妈妈没有喝牛奶。,妈妈/牛奶/喝/没有/。,
gen-16140,A,昨天学生学了中文。,昨天/学生/中文/学/。,
gen-16141,A,周末司机听了新闻。,周末/司机/新闻/听/。,
gen-16142,A,孩子上周吃了香蕉。,孩子/香蕉/吃/上周/。,
gen-16143,A,同事买了四个故事。,同事/四/个/故事/买/。,
gen-16144,A,上周我在教室学了舞蹈，很快。,上周/我/教室/舞蹈/学/很快/。,
gen-16145,A,明天孩子在饭店学了英语，很快。,明天/孩子/饭店/英语/学/很快/。,
gen-16146,A,中午同事听了音乐。,中午/同事/音乐/听/。,
gen-16147,A,同事买了三部手机。,同事/三/部/手机/买/。,
gen-16148,A,老板没有去家。,老板/家/去/没有/。,
gen-16149,A,你买了三场比赛。,你/三/场/比赛/买/。,
gen-16150,A,大家在医院写了消息。,医院/大家/消息/写/。,
gen-16151,A,刚才我们在广州买了面包，很认真。,刚才/我们/广州/面包/买/很认真/。,
gen-16152,A,中午他准备了礼物。,中午/他/礼物/准备/。,
gen-16153,A,司机在图书馆做了计划。,图书馆/司机/计划/做/。,
gen-16154,A,他在医院准备了早饭。,医院/他/早饭/准备/。,
gen-16155,A,老师在车站讨论了消息。,车站/老师/消息/讨论/。,
gen-16156,A,她在超市准备了文件。,超市/她/文件/准备/。,
gen-16157,A,护士晚上讨论了办法。,护士/办法/讨论/晚上/。,
gen-16158,A,昨天爸爸在商店喝了牛奶，很快。,昨天/爸爸/商店/牛奶/喝/很快/。,
gen-16159,A,护士买了五双鞋。,护士/五/双/鞋/买/。,
gen-16160,A,你明天带了照片。,你/照片/带/明天/。,
gen-16161,A,他今天带了文件。,他/文件/带/今天/。,
gen-16162,A,孩子不吃蛋糕。,孩子/蛋糕/吃/不/。,
gen-16163,A,妈妈在学校写了作业。,学校/妈妈/作业/写/。,
gen-16164,A,晚上你在饭店喝了水，很快。,晚上/你/饭店/水/喝/很快/。,
gen-16165,A,下午老板带了文件。,下午/老板/文件/带/。,
gen-16166,A,他买了五份礼物。,他/五/份/礼物/买/。,
gen-16167,A,孩子中午做了晚饭。,孩子/晚饭/做/中午/。,
gen-16168,A,你比护士更安静。,你/护士/安静/更/。,
gen-16169,A,老师早上找了文件。,老师/文件/找/早上/。,
gen-16170,A,老板准备了三部电影。,老板/三/部/电影/准备/。,
gen-16171,A,晚上朋友在医院找了文件，很久。,晚上/朋友/医院/文件/找/很久/。,
gen-16172,A,爸爸不做晚饭。,爸爸/晚饭/做/不/。,
gen-16173,A,下午他们带了礼物。,下午/他们/礼物/带/。,
gen-16174,A,他们在银行讨论了故事。,银行/他们/故事/讨论/。,
gen-16175,A,今天你喝了咖啡。,今天/你/咖啡/喝/。,
gen-16176,A,邻居看了四根香蕉。,邻居/四/根/香蕉/看/。,
gen-16177,A,他不出发。,他/出发/不/。,
gen-16178,A,昨天邻居在宿舍做了晚饭，一起。,昨天/邻居/宿舍/晚饭/做/一起/。,
gen-16179,A,爸爸带了一杯咖啡。,爸爸/一/杯/咖啡/带/。,
gen-16180,A,邻居在车站听了新闻。,车站/邻居/新闻/听/。,
gen-16181,A,邻居在路上听了音乐。,路上/邻居/音乐/听/。,
gen-16182,A,客人买了三场比赛。,客人/三/场/比赛/买/。,
gen-16183,A,周末大家在宿舍找了电脑，已经。,周末/大家/宿舍/电脑/找/已经/。,
